movieId,n_i,popularity_pct
7579,537,0.39
7580,122,0.09
7581,173,0.12
7582,24,0.02
7583,33,0.02
7584,395,0.29
7585,117,0.08
7586,146,0.11
7587,645,0.47
7613,102,0.07
7614,614,0.44
7615,101,0.07
7616,322,0.23
7617,226,0.16
7618,872,0.63
7619,691,0.5
7620,209,0.15
7621,22,0.02
7622,8,0.01
7623,11,0.01
7624,583,0.42
7625,44,0.03
7626,127,0.09
7627,17,0.01
7636,201,0.15
7637,128,0.09
7638,50,0.04
7639,8,0.01
7644,9,0.01
7645,24,0.02
7646,314,0.23
7647,305,0.22
7648,18,0.01
7649,1043,0.75
7650,115,0.08
7657,77,0.06
7669,1734,1.25
7675,80,0.06
7697,65,0.05
7698,982,0.71
7699,15,0.01
7700,712,0.51
7701,1533,1.11
7702,191,0.14
7703,44,0.03
7704,211,0.15
7705,264,0.19
7706,922,0.67
7707,191,0.14
7708,432,0.31
7713,330,0.24
7714,306,0.22
7716,134,0.1
7719,37,0.03
7720,572,0.41
7723,44,0.03
7724,65,0.05
7725,249,0.18
7726,10,0.01
7727,79,0.06
7728,616,0.44
7730,118,0.09
7738,9,0.01
7739,43,0.03
7742,103,0.07
7743,446,0.32
7745,285,0.21
7748,346,0.25
7749,228,0.16
7750,5,0.0
7751,14,0.01
7752,11,0.01
7753,101,0.07
7754,4,0.0
7756,264,0.19
7757,772,0.56
7758,42,0.03
7759,219,0.16
7761,50,0.04
7762,548,0.4
7763,105,0.08
7764,57,0.04
7765,7,0.01
7766,1061,0.77
7767,425,0.31
7768,25,0.02
7769,40,0.03
7770,87,0.06
7771,422,0.3
7772,20,0.01
7773,475,0.34
7774,45,0.03
7775,41,0.03
7778,7,0.01
7781,398,0.29
7782,319,0.23
7783,9,0.01
7784,84,0.06
7785,67,0.05
7786,190,0.14
7787,105,0.08
7789,120,0.09
7790,177,0.13
7791,311,0.22
7792,440,0.32
7802,1226,0.89
7808,11,0.01
7809,306,0.22
7810,562,0.41
7811,420,0.3
7812,440,0.32
7813,26,0.02
7814,34,0.02
7815,191,0.14
7816,3,0.0
7817,432,0.31
7818,64,0.05
7820,477,0.34
7821,39,0.03
7822,57,0.04
7823,2,0.0
7824,17,0.01
7825,5,0.0
7826,313,0.23
7827,832,0.6
7828,16,0.01
7831,336,0.24
7832,216,0.16
7833,278,0.2
7834,490,0.35
7835,169,0.12
7836,1017,0.73
7837,40,0.03
7838,6,0.0
7839,45,0.03
7840,407,0.29
7841,829,0.6
7842,1608,1.16
7843,110,0.08
7844,346,0.25
7845,473,0.34
7846,306,0.22
7847,102,0.07
7850,8,0.01
7872,18,0.01
7878,43,0.03
7879,202,0.15
7880,30,0.02
7881,120,0.09
7882,39,0.03
7883,202,0.15
7884,112,0.08
7885,54,0.04
7886,46,0.03
7887,23,0.02
7888,279,0.2
7889,276,0.2
7890,46,0.03
7891,218,0.16
7892,94,0.07
7893,45,0.03
7894,339,0.24
7895,251,0.18
7896,209,0.15
7897,143,0.1
7898,60,0.04
7899,153,0.11
7900,35,0.03
7901,28,0.02
7912,35,0.03
7913,28,0.02
7914,64,0.05
7915,214,0.15
7916,91,0.07
7917,46,0.03
7918,160,0.12
7919,145,0.1
7920,148,0.11
7921,36,0.03
7922,40,0.03
7923,98,0.07
7924,411,0.3
7925,982,0.71
7926,601,0.43
7928,29,0.02
7930,221,0.16
7931,12,0.01
7932,445,0.32
7933,213,0.15
7934,1203,0.87
7935,50,0.04
7936,159,0.11
7937,306,0.22
7938,318,0.23
7939,350,0.25
7940,164,0.12
7941,326,0.24
7942,155,0.11
7943,469,0.34
7944,233,0.17
7945,17,0.01
7946,54,0.04
7947,73,0.05
7948,62,0.04
7949,75,0.05
7950,9,0.01
7951,210,0.15
7952,19,0.01
7953,25,0.02
7954,46,0.03
7958,30,0.02
7959,70,0.05
7976,269,0.19
7979,271,0.2
7980,1112,0.8
7981,1888,1.36
7982,620,0.45
7983,676,0.49
7984,242,0.17
7985,12,0.01
7986,99,0.07
7987,68,0.05
7988,127,0.09
7989,27,0.02
7990,244,0.18
7991,545,0.39
7992,27,0.02
7993,84,0.06
7994,24,0.02
7995,36,0.03
8003,46,0.03
8004,52,0.04
8007,60,0.04
8008,394,0.28
8009,30,0.02
8010,468,0.34
8011,432,0.31
8012,551,0.4
8013,72,0.05
8014,1643,1.19
8015,227,0.16
8016,507,0.37
8017,144,0.1
8019,594,0.43
8024,91,0.07
8025,69,0.05
8033,591,0.43
8035,83,0.06
8037,12,0.01
8038,3,0.0
8039,456,0.33
8040,101,0.07
8041,12,0.01
8042,1431,1.03
8043,73,0.05
8044,284,0.21
8045,411,0.3
8055,18,0.01
8056,96,0.07
8057,67,0.05
8062,110,0.08
8063,61,0.04
8068,21,0.02
8069,25,0.02
8070,26,0.02
8092,71,0.05
8093,132,0.1
8094,539,0.39
8095,6,0.0
8117,311,0.22
8118,83,0.06
8119,222,0.16
8120,20,0.01
8121,227,0.16
8122,14,0.01
8123,78,0.06
8124,34,0.02
8125,461,0.33
8126,154,0.11
8127,58,0.04
8128,742,0.54
8129,87,0.06
8130,133,0.1
8131,622,0.45
8132,3595,2.6
8133,79,0.06
8134,184,0.13
8136,33,0.02
8137,41,0.03
8138,58,0.04
8139,24,0.02
8140,54,0.04
8141,25,0.02
8142,140,0.1
8143,82,0.06
8147,531,0.38
8148,12,0.01
8149,36,0.03
8153,126,0.09
8154,1268,0.92
8157,553,0.4
8158,452,0.33
8167,467,0.34
8168,47,0.03
8169,1730,1.25
8183,660,0.48
8187,45,0.03
8188,206,0.15
8189,79,0.06
8190,137,0.1
8191,293,0.21
8194,79,0.06
8195,432,0.31
8196,195,0.14
8197,451,0.33
8198,64,0.05
8199,350,0.25
8201,100,0.07
8202,45,0.03
8203,22,0.02
8206,63,0.05
8207,1735,1.25
8208,95,0.07
8220,19,0.01
8221,153,0.11
8222,97,0.07
8224,14,0.01
8225,554,0.4
8227,87,0.06
8228,2606,1.88
8232,64,0.05
8235,319,0.23
8236,39,0.03
8237,7,0.01
8238,47,0.03
8239,344,0.25
8240,29,0.02
8241,62,0.04
8252,27,0.02
8253,880,0.64
8254,516,0.37
8255,32,0.02
8256,113,0.08
8257,74,0.05
8258,81,0.06
8259,85,0.06
8260,85,0.06
8261,315,0.23
8262,14,0.01
8263,60,0.04
8264,250,0.18
8265,65,0.05
8266,523,0.38
8267,16,0.01
8268,412,0.3
8269,38,0.03
8270,233,0.17
8272,58,0.04
8273,160,0.12
8275,108,0.08
8290,76,0.05
8291,222,0.16
8292,58,0.04
8293,28,0.02
8294,34,0.02
8295,164,0.12
8302,92,0.07
8327,374,0.27
8329,15,0.01
8330,153,0.11
8331,131,0.09
8332,105,0.08
8334,214,0.15
8335,73,0.05
8336,97,0.07
8337,1025,0.74
8338,366,0.26
8339,10,0.01
8340,2431,1.76
8341,512,0.37
8359,2,0.0
8360,14564,10.52
8361,5980,4.32
8362,522,0.38
8363,312,0.23
8364,313,0.23
8365,117,0.08
8366,2338,1.69
8367,108,0.08
8368,13157,9.5
8369,618,0.45
8370,1692,1.22
8371,3370,2.43
8372,1080,0.78
8373,1821,1.31
8374,40,0.03
8375,83,0.06
8376,6502,4.69
8377,71,0.05
8378,155,0.11
8379,253,0.18
8380,54,0.04
8381,40,0.03
8382,80,0.06
8383,111,0.08
8384,29,0.02
8385,146,0.11
8387,927,0.67
8388,34,0.02
8391,65,0.05
8392,36,0.03
8393,38,0.03
8394,4,0.0
8395,91,0.07
8397,36,0.03
8398,20,0.01
8399,18,0.01
8400,83,0.06
8401,279,0.2
8402,33,0.02
8403,29,0.02
8404,355,0.26
8405,241,0.17
8407,46,0.03
8410,97,0.07
8411,6,0.0
8420,14,0.01
8421,37,0.03
8422,45,0.03
8423,51,0.04
8424,26,0.02
8425,60,0.04
8426,126,0.09
8427,38,0.03
8444,13,0.01
8446,194,0.14
8447,157,0.11
8448,15,0.01
8450,16,0.01
8451,277,0.2
8452,20,0.01
8453,38,0.03
8454,40,0.03
8455,16,0.01
8456,92,0.07
8457,5,0.0
8458,16,0.01
8459,246,0.18
8460,124,0.09
8461,5,0.0
8462,45,0.03
8463,67,0.05
8464,8375,6.05
8465,12,0.01
8469,10,0.01
8477,759,0.55
8478,33,0.02
8480,26,0.02
8481,90,0.06
8482,355,0.26
8483,32,0.02
8484,93,0.07
8485,162,0.12
8486,64,0.05
8487,134,0.1
8488,46,0.03
8491,636,0.46
8492,749,0.54
8493,1389,1.0
8494,198,0.14
8495,177,0.13
8496,154,0.11
8499,154,0.11
8500,5,0.0
8501,714,0.52
8502,124,0.09
8503,76,0.05
8504,80,0.06
8505,66,0.05
8506,48,0.03
8507,1238,0.89
8511,105,0.08
8512,304,0.22
8516,297,0.21
8518,44,0.03
8519,13,0.01
8520,189,0.14
8521,246,0.18
8522,82,0.06
8524,52,0.04
8525,74,0.05
8526,910,0.66
8527,187,0.14
8528,5403,3.9
8529,5264,3.8
8530,862,0.62
8531,1177,0.85
8532,439,0.32
8533,3968,2.87
8534,144,0.1
8535,322,0.23
8536,5,0.0
8537,112,0.08
8540,58,0.04
8541,9,0.01
8542,873,0.63
8543,62,0.04
8544,28,0.02
8545,4,0.0
8571,171,0.12
8572,43,0.03
8573,185,0.13
8574,199,0.14
8575,190,0.14
8576,479,0.35
8577,52,0.04
8578,211,0.15
8579,46,0.03
8580,456,0.33
8581,1004,0.72
8582,474,0.34
8583,43,0.03
8584,123,0.09
8585,78,0.06
8586,21,0.02
8587,63,0.05
8588,132,0.1
8589,581,0.42
8591,434,0.31
8592,10,0.01
8593,110,0.08
8594,8,0.01
8595,67,0.05
8596,1060,0.77
8597,16,0.01
8598,89,0.06
8599,17,0.01
8600,452,0.33
8601,145,0.1
8602,120,0.09
8603,17,0.01
8604,828,0.6
8605,289,0.21
8606,17,0.01
8607,705,0.51
8608,91,0.07
8609,202,0.15
8610,932,0.67
8611,66,0.05
8612,114,0.08
8613,25,0.02
8614,778,0.56
8615,45,0.03
8616,60,0.04
8617,91,0.07
8618,197,0.14
8619,36,0.03
8620,434,0.31
8621,15,0.01
8622,8179,5.91
8623,2335,1.69
8624,15,0.01
8625,23,0.02
8626,49,0.04
8627,4,0.0
8628,15,0.01
8629,58,0.04
8630,14,0.01
8631,79,0.06
8632,15,0.01
8633,1444,1.04
8634,119,0.09
8635,28,0.02
8636,15712,11.34
8637,13,0.01
8638,3449,2.49
8639,249,0.18
8640,1971,1.42
8641,5258,3.8
8642,98,0.07
8643,648,0.47
8644,9666,6.98
8645,2218,1.6
8646,7,0.01
8647,17,0.01
8648,21,0.02
8649,48,0.03
8650,139,0.1
8651,153,0.11
8652,16,0.01
8653,20,0.01
8654,33,0.02
8655,52,0.04
8656,486,0.35
8657,62,0.04
8658,57,0.04
8659,25,0.02
8660,36,0.03
8661,211,0.15
8662,88,0.06
8663,54,0.04
8664,30,0.02
8665,13435,9.7
8666,1425,1.03
8667,299,0.22
8668,8,0.01
8669,48,0.03
8670,243,0.18
8671,26,0.02
8672,15,0.01
8673,8,0.01
8674,65,0.05
8675,165,0.12
8676,84,0.06
8677,53,0.04
8678,54,0.04
8679,9,0.01
8680,59,0.04
8681,41,0.03
8682,15,0.01
8683,45,0.03
8684,294,0.21
8685,25,0.02
8686,30,0.02
8687,37,0.03
8688,28,0.02
8689,98,0.07
8690,644,0.47
8691,11,0.01
8692,49,0.04
8693,21,0.02
8694,35,0.03
8695,195,0.14
8696,36,0.03
8697,16,0.01
8698,61,0.04
8699,5,0.0
8700,87,0.06
8701,98,0.07
8702,41,0.03
8703,27,0.02
8704,14,0.01
8705,27,0.02
8706,12,0.01
8707,3,0.0
8708,3,0.0
8709,68,0.05
8710,139,0.1
8711,401,0.29
8712,322,0.23
8713,158,0.11
8714,46,0.03
8715,22,0.02
8716,32,0.02
8717,10,0.01
8718,124,0.09
8719,21,0.02
8720,172,0.12
8721,31,0.02
8722,59,0.04
8723,12,0.01
8724,239,0.17
8725,98,0.07
8726,131,0.09
8727,87,0.06
8728,28,0.02
8729,32,0.02
8730,135,0.1
8731,282,0.2
8732,105,0.08
8733,60,0.04
8734,24,0.02
8735,24,0.02
8736,26,0.02
8737,4,0.0
8738,200,0.14
8739,162,0.12
8740,104,0.08
8741,15,0.01
8742,20,0.01
8743,45,0.03
8744,35,0.03
8745,46,0.03
8746,54,0.04
8747,46,0.03
8748,46,0.03
8749,62,0.04
8750,16,0.01
8751,210,0.15
8752,140,0.1
8753,111,0.08
8754,377,0.27
8755,80,0.06
8756,25,0.02
8757,39,0.03
8758,41,0.03
8759,19,0.01
8760,52,0.04
8761,77,0.06
8762,43,0.03
8763,15,0.01
8764,6,0.0
8765,228,0.16
8766,34,0.02
8767,162,0.12
8768,115,0.08
8769,51,0.04
8770,32,0.02
8771,37,0.03
8772,467,0.34
8773,127,0.09
8774,48,0.03
8775,37,0.03
8776,15,0.01
8777,27,0.02
8778,71,0.05
8779,115,0.08
8780,51,0.04
8781,2539,1.83
8782,240,0.17
8783,4581,3.31
8784,9454,6.83
8785,132,0.1
8786,119,0.09
8787,69,0.05
8788,35,0.03
8789,29,0.02
8790,21,0.02
8791,20,0.01
8792,28,0.02
8793,48,0.03
8794,31,0.02
8795,160,0.12
8796,422,0.3
8797,179,0.13
8798,7895,5.7
8799,302,0.22
8800,501,0.36
8801,48,0.03
8802,8,0.01
8803,34,0.02
8804,34,0.02
8805,111,0.08
8806,6,0.0
8807,3535,2.55
8808,906,0.65
8809,325,0.23
8810,3755,2.71
8811,236,0.17
8812,18,0.01
8813,264,0.19
8814,681,0.49
8815,576,0.42
8816,33,0.02
8817,16,0.01
8818,47,0.03
8819,27,0.02
8820,30,0.02
8821,39,0.03
8822,49,0.04
8823,53,0.04
8824,14,0.01
8825,33,0.02
8826,57,0.04
8827,1178,0.85
8828,32,0.02
8829,36,0.03
8830,574,0.41
8831,327,0.24
8832,129,0.09
8833,582,0.42
8834,36,0.03
8835,189,0.14
8836,524,0.38
8837,21,0.02
8838,559,0.4
8839,94,0.07
8840,82,0.06
8841,102,0.07
8842,12,0.01
8843,33,0.02
8844,107,0.08
8845,23,0.02
8846,67,0.05
8847,49,0.04
8848,215,0.16
8849,64,0.05
8850,88,0.06
8851,68,0.05
8852,60,0.04
8853,16,0.01
8854,76,0.05
8855,108,0.08
8856,28,0.02
8857,19,0.01
8858,25,0.02
8859,209,0.15
8860,1306,0.94
8861,2520,1.82
8862,233,0.17
8863,2,0.0
8864,310,0.22
8865,3111,2.25
8866,1212,0.88
8867,54,0.04
8868,108,0.08
8869,320,0.23
8870,1207,0.87
8871,66,0.05
8872,186,0.13
8873,3968,2.87
8874,11651,8.41
8875,97,0.07
8876,15,0.01
8877,8,0.01
8878,28,0.02
8879,1078,0.78
8880,1399,1.01
8881,45,0.03
8882,118,0.09
8883,16,0.01
8884,349,0.25
8885,76,0.05
8886,75,0.05
8887,29,0.02
8888,2,0.0
8889,37,0.03
8890,19,0.01
8891,40,0.03
8892,45,0.03
8893,69,0.05
8894,203,0.15
8895,27,0.02
8896,44,0.03
8897,18,0.01
8898,53,0.04
8899,102,0.07
8900,53,0.04
8901,22,0.02
8902,40,0.03
8903,81,0.06
8904,13,0.01
8905,395,0.29
8906,409,0.3
8907,1857,1.34
8908,799,0.58
8909,3,0.0
8910,3505,2.53
8911,205,0.15
8912,572,0.41
8913,58,0.04
8914,2643,1.91
8915,284,0.21
8916,784,0.57
8917,4568,3.3
8918,222,0.16
8919,211,0.15
8920,112,0.08
8921,67,0.05
8922,63,0.05
8923,253,0.18
8924,68,0.05
8925,13,0.01
8926,25,0.02
8927,111,0.08
8928,371,0.27
8929,96,0.07
8930,299,0.22
8931,126,0.09
8932,87,0.06
8933,218,0.16
8934,171,0.12
8935,56,0.04
8936,19,0.01
8937,1345,0.97
8938,186,0.13
8939,599,0.43
8940,7,0.01
8941,77,0.06
8942,6,0.0
8943,421,0.3
8944,13,0.01
8945,4,0.0
8946,214,0.15
8947,1827,1.32
8948,1085,0.78
8949,7532,5.44
8950,5326,3.85
8951,779,0.56
8952,24,0.02
8953,9,0.01
8954,33,0.02
8955,197,0.14
8956,133,0.1
8957,5499,3.97
8958,4040,2.92
8959,470,0.34
8960,19,0.01
8961,19890,14.36
8962,28,0.02
8963,99,0.07
8964,44,0.03
8965,1544,1.11
8966,1843,1.33
8967,304,0.22
8968,797,0.58
8969,2106,1.52
8970,6686,4.83
8971,55,0.04
8972,4741,3.42
8973,1534,1.11
8974,816,0.59
8975,5,0.0
8976,10,0.01
8977,1745,1.26
8978,386,0.28
8979,61,0.04
8980,56,0.04
8981,3593,2.59
8982,214,0.15
8983,4119,2.97
8984,5868,4.24
8985,2120,1.53
8986,79,0.06
8987,101,0.07
8988,76,0.05
8989,194,0.14
8990,34,0.02
8991,53,0.04
8992,32,0.02
8993,35,0.03
8994,61,0.04
8995,28,0.02
8996,36,0.03
8997,25,0.02
8998,359,0.26
8999,185,0.13
9000,102,0.07
9001,51,0.04
9002,62,0.04
9003,32,0.02
9004,369,0.27
9005,310,0.22
9006,6,0.0
9007,16,0.01
9008,45,0.03
9009,7,0.01
9010,676,0.49
9011,72,0.05
9012,8,0.01
9013,62,0.04
9014,45,0.03
9015,26,0.02
9016,13,0.01
9017,24,0.02
9018,723,0.52
9019,21,0.02
25735,8,0.01
25736,27,0.02
25737,52,0.04
25738,66,0.05
25739,10,0.01
25741,41,0.03
25742,20,0.01
25743,7,0.01
25744,75,0.05
25745,2,0.0
25746,71,0.05
25747,5,0.0
25748,13,0.01
25749,5,0.0
25750,404,0.29
25751,26,0.02
25752,109,0.08
25753,188,0.14
25755,184,0.13
25757,97,0.07
25759,45,0.03
25760,1,0.0
25762,64,0.05
25763,174,0.13
25764,165,0.12
25765,24,0.02
25766,89,0.06
25767,13,0.01
25768,3,0.0
25769,288,0.21
25770,8,0.01
25771,640,0.46
25773,200,0.14
25774,162,0.12
25775,15,0.01
25777,380,0.27
25778,20,0.01
25782,54,0.04
25783,13,0.01
25785,18,0.01
25786,39,0.03
25787,3,0.0
25788,754,0.54
25789,52,0.04
25792,45,0.03
25793,156,0.11
25794,6,0.0
25795,135,0.1
25796,7,0.01
25797,77,0.06
25798,44,0.03
25800,19,0.01
25801,40,0.03
25802,46,0.03
25803,8,0.01
25804,8,0.01
25805,261,0.19
25806,8,0.01
25807,47,0.03
25808,18,0.01
25809,3,0.0
25810,17,0.01
25811,16,0.01
25812,42,0.03
25814,5,0.0
25816,1,0.0
25818,46,0.03
25819,25,0.02
25820,24,0.02
25822,24,0.02
25824,16,0.01
25825,161,0.12
25826,172,0.12
25827,396,0.29
25828,205,0.15
25829,7,0.01
25830,38,0.03
25831,16,0.01
25832,10,0.01
25833,108,0.08
25834,142,0.1
25835,89,0.06
25837,7,0.01
25839,113,0.08
25840,60,0.04
25841,150,0.11
25842,68,0.05
25843,2,0.0
25846,11,0.01
25850,428,0.31
25851,4,0.0
25852,80,0.06
25854,15,0.01
25855,190,0.14
25856,294,0.21
25858,13,0.01
25859,25,0.02
25860,11,0.01
25861,15,0.01
25864,8,0.01
25865,169,0.12
25866,147,0.11
25868,200,0.14
25869,23,0.02
25870,135,0.1
25871,2,0.0
25872,4,0.0
25874,22,0.02
25875,11,0.01
25878,25,0.02
25879,18,0.01
25881,13,0.01
25882,8,0.01
25884,5,0.0
25885,8,0.01
25886,151,0.11
25887,5,0.0
25888,35,0.03
25890,8,0.01
25891,207,0.15
25892,1,0.0
25893,74,0.05
25894,9,0.01
25897,2,0.0
25898,154,0.11
25899,48,0.03
25900,64,0.05
25901,115,0.08
25902,12,0.01
25903,22,0.02
25904,90,0.06
25905,82,0.06
25906,49,0.04
25907,6,0.0
25908,40,0.03
25910,3,0.0
25911,123,0.09
25912,9,0.01
25913,29,0.02
25914,61,0.04
25915,8,0.01
25916,97,0.07
25918,91,0.07
25919,7,0.01
25920,43,0.03
25921,7,0.01
25922,10,0.01
25923,434,0.31
25924,41,0.03
25926,23,0.02
25927,250,0.18
25928,2,0.0
25929,106,0.08
25930,104,0.08
25931,31,0.02
25932,6,0.0
25934,55,0.04
25935,1,0.0
25936,5,0.0
25937,195,0.14
25938,190,0.14
25940,406,0.29
25941,78,0.06
25942,16,0.01
25943,112,0.08
25944,25,0.02
25945,92,0.07
25946,61,0.04
25947,126,0.09
25948,11,0.01
25950,24,0.02
25951,38,0.03
25952,154,0.11
25954,201,0.15
25956,6,0.0
25957,1,0.0
25959,48,0.03
25960,31,0.02
25961,99,0.07
25962,92,0.07
25963,167,0.12
25964,17,0.01
25965,16,0.01
25966,12,0.01
25970,4,0.0
25971,184,0.13
25972,33,0.02
25974,15,0.01
25975,34,0.02
25976,15,0.01
25977,76,0.05
25979,3,0.0
25980,13,0.01
25984,7,0.01
25986,20,0.01
25987,14,0.01
25989,9,0.01
25990,13,0.01
25991,8,0.01
25993,99,0.07
25994,15,0.01
25995,150,0.11
25996,169,0.12
25998,22,0.02
25999,215,0.16
26000,6,0.0
26001,9,0.01
26002,86,0.06
26003,302,0.22
26005,92,0.07
26006,10,0.01
26007,336,0.24
26008,4,0.0
26009,39,0.03
26010,46,0.03
26012,97,0.07
26013,17,0.01
26016,2,0.0
26019,9,0.01
26021,40,0.03
26022,11,0.01
26025,56,0.04
26026,1,0.0
26027,8,0.01
26028,2,0.0
26030,6,0.0
26033,8,0.01
26034,13,0.01
26035,2,0.0
26038,64,0.05
26042,3,0.0
26043,60,0.04
26044,5,0.0
26046,1,0.0
26047,7,0.01
26048,57,0.04
26049,33,0.02
26050,1,0.0
26051,56,0.04
26052,241,0.17
26055,144,0.1
26056,20,0.01
26058,1,0.0
26059,28,0.02
26062,15,0.01
26063,4,0.0
26064,200,0.14
26066,5,0.0
26067,13,0.01
26068,23,0.02
26070,19,0.01
26072,14,0.01
26073,51,0.04
26074,9,0.01
26076,6,0.0
26078,183,0.13
26079,17,0.01
26080,25,0.02
26082,384,0.28
26083,84,0.06
26084,737,0.53
26085,309,0.22
26086,18,0.01
26088,1,0.0
26090,31,0.02
26093,13,0.01
26094,228,0.16
26095,16,0.01
26096,29,0.02
26098,8,0.01
26099,4,0.0
26100,10,0.01
26101,190,0.14
26104,13,0.01
26106,13,0.01
26107,17,0.01
26108,3,0.0
26109,17,0.01
26110,17,0.01
26111,374,0.27
26112,18,0.01
26113,59,0.04
26116,191,0.14
26117,70,0.05
26119,91,0.07
26122,198,0.14
26123,49,0.04
26124,88,0.06
26125,12,0.01
26127,4,0.0
26128,37,0.03
26130,2,0.0
26131,1238,0.89
26133,985,0.71
26134,80,0.06
26136,17,0.01
26137,6,0.0
26138,65,0.05
26139,85,0.06
26140,6,0.0
26141,30,0.02
26142,28,0.02
26144,39,0.03
26146,7,0.01
26147,71,0.05
26148,179,0.13
26150,579,0.42
26151,252,0.18
26152,783,0.57
26153,30,0.02
26155,70,0.05
26156,5,0.0
26157,55,0.04
26158,158,0.11
26159,71,0.05
26160,28,0.02
26162,2,0.0
26163,244,0.18
26164,31,0.02
26167,10,0.01
26169,62,0.04
26170,77,0.06
26171,265,0.19
26172,356,0.26
26174,43,0.03
26175,11,0.01
26176,42,0.03
26177,8,0.01
26178,139,0.1
26180,13,0.01
26181,105,0.08
26183,39,0.03
26184,15,0.01
26185,20,0.01
26187,66,0.05
26188,41,0.03
26189,37,0.03
26191,16,0.01
26194,4,0.0
26195,25,0.02
26197,13,0.01
26198,171,0.12
26199,133,0.1
26203,243,0.18
26204,20,0.01
26205,26,0.02
26206,5,0.0
26207,13,0.01
26208,126,0.09
26209,3,0.0
26210,10,0.01
26211,20,0.01
26213,16,0.01
26214,3,0.0
26215,7,0.01
26216,2,0.0
26219,34,0.02
26220,12,0.01
26221,5,0.0
26222,93,0.07
26223,1,0.0
26225,72,0.05
26226,45,0.03
26227,3,0.0
26228,49,0.04
26229,8,0.01
26230,78,0.06
26231,132,0.1
26232,2,0.0
26235,5,0.0
26236,12,0.01
26237,82,0.06
26240,144,0.1
26241,102,0.07
26242,992,0.72
26243,2,0.0
26245,33,0.02
26246,158,0.11
26247,12,0.01
26248,29,0.02
26249,162,0.12
26251,29,0.02
26252,45,0.03
26253,29,0.02
26254,1,0.0
26255,4,0.0
26256,43,0.03
26257,35,0.03
26258,340,0.25
26259,25,0.02
26263,1,0.0
26265,41,0.03
26266,4,0.0
26267,1,0.0
26268,50,0.04
26269,126,0.09
26270,96,0.07
26271,94,0.07
26274,7,0.01
26277,38,0.03
26280,71,0.05
26282,18,0.01
26283,155,0.11
26285,400,0.29
26287,1,0.0
26288,25,0.02
26289,48,0.03
26290,5,0.0
26291,5,0.0
26294,250,0.18
26295,6,0.0
26297,10,0.01
26299,51,0.04
26301,48,0.03
26302,146,0.11
26303,161,0.12
26304,2,0.0
26306,95,0.07
26307,10,0.01
26308,7,0.01
26309,16,0.01
26312,8,0.01
26313,134,0.1
26314,23,0.02
26315,6,0.0
26316,3,0.0
26317,69,0.05
26318,130,0.09
26320,28,0.02
26321,18,0.01
26322,137,0.1
26323,30,0.02
26324,79,0.06
26325,74,0.05
26326,309,0.22
26327,15,0.01
26333,19,0.01
26334,30,0.02
26336,80,0.06
26337,2,0.0
26338,15,0.01
26339,21,0.02
26340,55,0.04
26341,23,0.02
26342,57,0.04
26343,11,0.01
26344,69,0.05
26345,39,0.03
26346,29,0.02
26347,79,0.06
26349,209,0.15
26350,313,0.23
26353,2,0.0
26354,6,0.0
26356,26,0.02
26357,14,0.01
26359,236,0.17
26360,67,0.05
26362,3,0.0
26364,19,0.01
26365,51,0.04
26366,161,0.12
26368,8,0.01
26369,7,0.01
26370,9,0.01
26371,82,0.06
26372,9,0.01
26375,534,0.39
26377,5,0.0
26378,30,0.02
26379,69,0.05
26380,32,0.02
26383,54,0.04
26386,361,0.26
26387,11,0.01
26388,43,0.03
26389,2,0.0
26391,141,0.1
26392,11,0.01
26393,76,0.05
26394,109,0.08
26395,104,0.08
26397,1,0.0
26398,316,0.23
26399,55,0.04
26400,160,0.12
26401,5,0.0
26402,2,0.0
26403,266,0.19
26404,15,0.01
26409,12,0.01
26410,7,0.01
26411,16,0.01
26413,103,0.07
26414,72,0.05
26416,11,0.01
26417,8,0.01
26418,11,0.01
26422,418,0.3
26424,7,0.01
26425,329,0.24
26429,7,0.01
26430,18,0.01
26431,48,0.03
26432,15,0.01
26433,6,0.0
26435,11,0.01
26436,3,0.0
26438,6,0.0
26444,282,0.2
26446,2,0.0
26448,48,0.03
26450,2,0.0
26452,8,0.01
26453,53,0.04
26459,3,0.0
26462,330,0.24
26463,66,0.05
26464,162,0.12
26465,64,0.05
26467,120,0.09
26468,18,0.01
26470,13,0.01
26471,472,0.34
26472,170,0.12
26475,8,0.01
26476,216,0.16
26479,135,0.1
26480,4,0.0
26481,17,0.01
26483,26,0.02
26484,5,0.0
26485,363,0.26
26486,8,0.01
26487,86,0.06
26488,123,0.09
26489,5,0.0
26490,22,0.02
26491,144,0.1
26492,421,0.3
26493,46,0.03
26494,42,0.03
26495,109,0.08
26496,5,0.0
26497,67,0.05
26498,12,0.01
26501,39,0.03
26502,166,0.12
26504,152,0.11
26505,20,0.01
26507,4,0.0
26509,89,0.06
26510,7,0.01
26512,34,0.02
26513,239,0.17
26514,20,0.01
26515,1,0.0
26519,4,0.0
26520,12,0.01
26521,71,0.05
26523,42,0.03
26524,250,0.18
26526,3,0.0
26527,135,0.1
26528,477,0.34
26529,21,0.02
26530,3,0.0
26532,4,0.0
26536,2,0.0
26538,17,0.01
26539,53,0.04
26540,37,0.03
26542,10,0.01
26544,25,0.02
26546,7,0.01
26547,321,0.23
26550,63,0.05
26551,3,0.0
26553,18,0.01
26554,372,0.27
26555,726,0.52
26558,84,0.06
26559,14,0.01
26560,85,0.06
26561,97,0.07
26562,120,0.09
26564,182,0.13
