userId,n_u,pct_items_rated
4177,30,0.11
4178,47,0.18
4179,21,0.08
4180,58,0.22
4181,151,0.56
4182,24,0.09
4183,201,0.75
4184,506,1.89
4185,43,0.16
4186,296,1.11
4187,82,0.31
4188,37,0.14
4189,384,1.44
4190,21,0.08
4191,578,2.16
4192,57,0.21
4193,147,0.55
4194,100,0.37
4195,63,0.24
4196,171,0.64
4197,213,0.8
4198,82,0.31
4199,121,0.45
4200,180,0.67
4201,41,0.15
4202,47,0.18
4203,86,0.32
4204,73,0.27
4205,29,0.11
4206,26,0.1
4207,38,0.14
4208,56,0.21
4209,95,0.36
4210,45,0.17
4211,31,0.12
4212,23,0.09
4213,33,0.12
4214,171,0.64
4215,411,1.54
4216,36,0.13
4217,844,3.16
4218,26,0.1
4219,41,0.15
4220,187,0.7
4221,98,0.37
4222,2553,9.55
4223,70,0.26
4224,111,0.42
4225,77,0.29
4226,103,0.39
4227,37,0.14
4228,79,0.3
4229,81,0.3
4230,41,0.15
4231,23,0.09
4232,20,0.07
4233,238,0.89
4234,110,0.41
4235,173,0.65
4236,27,0.1
4237,52,0.19
4238,237,0.89
4239,22,0.08
4240,25,0.09
4241,101,0.38
4242,56,0.21
4243,292,1.09
4244,418,1.56
4245,21,0.08
4246,57,0.21
4247,21,0.08
4248,83,0.31
4249,33,0.12
4250,168,0.63
4251,126,0.47
4252,435,1.63
4253,176,0.66
4254,235,0.88
4255,42,0.16
4256,320,1.2
4257,117,0.44
4258,39,0.15
4259,26,0.1
4260,55,0.21
4261,58,0.22
4262,35,0.13
4263,24,0.09
4264,82,0.31
4265,25,0.09
4266,90,0.34
4267,54,0.2
4268,158,0.59
4269,25,0.09
4270,68,0.25
4271,20,0.07
4272,336,1.26
4273,20,0.07
4274,55,0.21
4275,131,0.49
4276,1626,6.08
4277,46,0.17
4278,27,0.1
4279,165,0.62
4280,23,0.09
4281,356,1.33
4282,121,0.45
4283,79,0.3
4284,411,1.54
4285,694,2.59
4286,30,0.11
4287,97,0.36
4288,20,0.07
4289,40,0.15
4290,479,1.79
4291,37,0.14
4292,214,0.8
4293,38,0.14
4294,24,0.09
4295,1074,4.02
4296,33,0.12
4297,47,0.18
4298,21,0.08
4299,25,0.09
4300,29,0.11
4301,30,0.11
4302,461,1.72
4303,25,0.09
4304,24,0.09
4305,39,0.15
4306,27,0.1
4307,352,1.32
4308,982,3.67
4309,423,1.58
4310,102,0.38
4311,522,1.95
4312,21,0.08
4313,613,2.29
4314,139,0.52
4315,23,0.09
4316,115,0.43
4317,20,0.07
4318,33,0.12
4319,37,0.14
4320,53,0.2
4321,28,0.1
4322,28,0.1
4323,134,0.5
4324,249,0.93
4325,68,0.25
4326,327,1.22
4327,80,0.3
4328,56,0.21
4329,302,1.13
4330,315,1.18
4331,448,1.68
4332,338,1.26
4333,103,0.39
4334,129,0.48
4335,29,0.11
4336,24,0.09
4337,93,0.35
4338,44,0.16
4339,24,0.09
4340,227,0.85
4341,121,0.45
4342,237,0.89
4343,58,0.22
4344,37,0.14
4345,33,0.12
4346,23,0.09
4347,1411,5.28
4348,49,0.18
4349,73,0.27
4350,116,0.43
4351,34,0.13
4352,102,0.38
4353,332,1.24
4354,20,0.07
4355,32,0.12
4356,24,0.09
4357,457,1.71
4358,2575,9.63
4359,49,0.18
4360,76,0.28
4361,38,0.14
4362,69,0.26
4363,32,0.12
4364,57,0.21
4365,73,0.27
4366,291,1.09
4367,310,1.16
4368,37,0.14
4369,45,0.17
4370,130,0.49
4371,478,1.79
4372,56,0.21
4373,198,0.74
4374,230,0.86
4375,139,0.52
4376,32,0.12
4377,89,0.33
4378,40,0.15
4379,97,0.36
4380,52,0.19
4381,38,0.14
4382,35,0.13
4383,20,0.07
4384,32,0.12
4385,153,0.57
4386,26,0.1
4387,24,0.09
4388,80,0.3
4389,796,2.98
4390,377,1.41
4391,160,0.6
4392,221,0.83
4393,55,0.21
4394,378,1.41
4395,133,0.5
4396,32,0.12
4397,32,0.12
4398,83,0.31
4399,291,1.09
4400,52,0.19
4401,125,0.47
4402,270,1.01
4403,194,0.73
4404,35,0.13
4405,80,0.3
4406,151,0.56
4407,20,0.07
4408,24,0.09
4409,37,0.14
4410,350,1.31
4411,179,0.67
4412,25,0.09
4413,161,0.6
4414,28,0.1
4415,44,0.16
4416,81,0.3
4417,503,1.88
4418,116,0.43
4419,56,0.21
4420,100,0.37
4421,229,0.86
4422,20,0.07
4423,838,3.13
4424,82,0.31
4425,45,0.17
4426,84,0.31
4427,25,0.09
4428,775,2.9
4429,60,0.22
4430,30,0.11
4431,241,0.9
4432,131,0.49
4433,44,0.16
4434,75,0.28
4435,53,0.2
4436,174,0.65
4437,97,0.36
4438,124,0.46
4439,270,1.01
4440,26,0.1
4441,61,0.23
4442,355,1.33
4443,29,0.11
4444,48,0.18
4445,22,0.08
4446,40,0.15
4447,22,0.08
4448,36,0.13
4449,44,0.16
4450,1613,6.03
4451,77,0.29
4452,68,0.25
4453,106,0.4
4454,22,0.08
4455,83,0.31
4456,21,0.08
4457,126,0.47
4458,74,0.28
4459,122,0.46
4460,22,0.08
4461,30,0.11
4462,73,0.27
4463,56,0.21
4464,118,0.44
4465,64,0.24
4466,33,0.12
4467,38,0.14
4468,38,0.14
4469,122,0.46
4470,59,0.22
4471,38,0.14
4472,93,0.35
4473,23,0.09
4474,145,0.54
4475,228,0.85
4476,122,0.46
4477,125,0.47
4478,55,0.21
4479,33,0.12
4480,70,0.26
4481,66,0.25
4482,242,0.9
4483,475,1.78
4484,53,0.2
4485,71,0.27
4486,381,1.42
4487,20,0.07
4488,375,1.4
4489,110,0.41
4490,43,0.16
4491,23,0.09
4492,154,0.58
4493,118,0.44
4494,387,1.45
4495,300,1.12
4496,70,0.26
4497,51,0.19
4498,154,0.58
4499,48,0.18
4500,709,2.65
4501,269,1.01
4502,20,0.07
4503,28,0.1
4504,60,0.22
4505,35,0.13
4506,24,0.09
4507,1969,7.36
4508,40,0.15
4509,116,0.43
4510,58,0.22
4511,59,0.22
4512,25,0.09
4513,57,0.21
4514,60,0.22
4515,31,0.12
4516,69,0.26
4517,46,0.17
4518,81,0.3
4519,262,0.98
4520,34,0.13
4521,107,0.4
4522,132,0.49
4523,30,0.11
4524,59,0.22
4525,128,0.48
4526,611,2.28
4527,49,0.18
4528,64,0.24
4529,1188,4.44
4530,88,0.33
4531,724,2.71
4532,64,0.24
4533,140,0.52
4534,292,1.09
4535,22,0.08
4536,45,0.17
4537,91,0.34
4538,35,0.13
4539,143,0.53
4540,368,1.38
4541,186,0.7
4542,82,0.31
4543,27,0.1
4544,151,0.56
4545,150,0.56
4546,97,0.36
4547,46,0.17
4548,589,2.2
4549,171,0.64
4550,187,0.7
4551,420,1.57
4552,22,0.08
4553,93,0.35
4554,60,0.22
4555,92,0.34
4556,93,0.35
4557,179,0.67
4558,385,1.44
4559,28,0.1
4560,21,0.08
4561,27,0.1
4562,194,0.73
4563,561,2.1
4564,61,0.23
4565,210,0.79
4566,39,0.15
4567,121,0.45
4568,49,0.18
4569,102,0.38
4570,238,0.89
4571,93,0.35
4572,45,0.17
4573,33,0.12
4574,107,0.4
4575,560,2.09
4576,40,0.15
4577,83,0.31
4578,102,0.38
4579,25,0.09
4580,71,0.27
4581,421,1.57
4582,22,0.08
4583,67,0.25
4584,81,0.3
4585,135,0.5
4586,142,0.53
4587,637,2.38
4588,50,0.19
4589,34,0.13
4590,226,0.85
4591,51,0.19
4592,47,0.18
4593,29,0.11
4594,840,3.14
4595,117,0.44
4596,28,0.1
4597,100,0.37
4598,654,2.45
4599,86,0.32
4600,764,2.86
4601,46,0.17
4602,23,0.09
4603,114,0.43
4604,34,0.13
4605,565,2.11
4606,119,0.44
4607,480,1.79
4608,21,0.08
4609,20,0.07
4610,20,0.07
4611,24,0.09
4612,191,0.71
4613,54,0.2
4614,46,0.17
4615,346,1.29
4616,20,0.07
4617,165,0.62
4618,221,0.83
4619,69,0.26
4620,71,0.27
4621,28,0.1
4622,102,0.38
4623,26,0.1
4624,43,0.16
4625,52,0.19
4626,34,0.13
4627,181,0.68
4628,287,1.07
4629,509,1.9
4630,38,0.14
4631,44,0.16
4632,25,0.09
4633,22,0.08
4634,500,1.87
4635,215,0.8
4636,205,0.77
4637,36,0.13
4638,77,0.29
4639,51,0.19
4640,60,0.22
4641,486,1.82
4642,193,0.72
4643,43,0.16
4644,105,0.39
4645,22,0.08
4646,110,0.41
4647,23,0.09
4648,206,0.77
4649,307,1.15
4650,58,0.22
4651,122,0.46
4652,103,0.39
4653,28,0.1
4654,35,0.13
4655,173,0.65
4656,55,0.21
4657,30,0.11
4658,259,0.97
4659,57,0.21
4660,562,2.1
4661,203,0.76
4662,86,0.32
4663,58,0.22
4664,58,0.22
4665,62,0.23
4666,216,0.81
4667,22,0.08
4668,40,0.15
4669,33,0.12
4670,54,0.2
4671,68,0.25
4672,40,0.15
4673,219,0.82
4674,330,1.23
4675,30,0.11
4676,21,0.08
4677,612,2.29
4678,87,0.33
4679,60,0.22
4680,69,0.26
4681,25,0.09
4682,43,0.16
4683,27,0.1
4684,59,0.22
4685,53,0.2
4686,219,0.82
4687,84,0.31
4688,80,0.3
4689,137,0.51
4690,21,0.08
4691,50,0.19
4692,26,0.1
4693,121,0.45
4694,77,0.29
4695,48,0.18
4696,1088,4.07
4697,127,0.47
4698,116,0.43
4699,134,0.5
4700,197,0.74
4701,125,0.47
4702,131,0.49
4703,22,0.08
4704,75,0.28
4705,115,0.43
4706,72,0.27
4707,22,0.08
4708,51,0.19
4709,48,0.18
4710,90,0.34
4711,52,0.19
4712,103,0.39
4713,87,0.33
4714,92,0.34
4715,29,0.11
4716,50,0.19
4717,27,0.1
4718,212,0.79
4719,48,0.18
4720,65,0.24
4721,338,1.26
4722,114,0.43
4723,57,0.21
4724,21,0.08
4725,101,0.38
4726,39,0.15
4727,20,0.07
4728,207,0.77
4729,36,0.13
4730,53,0.2
4731,66,0.25
4732,22,0.08
4733,72,0.27
4734,275,1.03
4735,108,0.4
4736,133,0.5
4737,65,0.24
4738,64,0.24
4739,126,0.47
4740,67,0.25
4741,20,0.07
4742,106,0.4
4743,34,0.13
4744,63,0.24
4745,646,2.42
4746,76,0.28
4747,23,0.09
4748,903,3.38
4749,35,0.13
4750,51,0.19
4751,24,0.09
4752,42,0.16
4753,20,0.07
4754,28,0.1
4755,38,0.14
4756,34,0.13
4757,27,0.1
4758,292,1.09
4759,886,3.31
4760,687,2.57
4761,61,0.23
4762,31,0.12
4763,32,0.12
4764,26,0.1
4765,180,0.67
4766,136,0.51
4767,33,0.12
4768,40,0.15
4769,557,2.08
4770,48,0.18
4771,67,0.25
4772,558,2.09
4773,21,0.08
4774,46,0.17
4775,282,1.05
4776,256,0.96
4777,75,0.28
4778,42,0.16
4779,244,0.91
4780,37,0.14
4781,194,0.73
4782,26,0.1
4783,51,0.19
4784,265,0.99
4785,102,0.38
4786,446,1.67
4787,71,0.27
4788,51,0.19
4789,34,0.13
4790,50,0.19
4791,190,0.71
4792,74,0.28
4793,410,1.53
4794,265,0.99
4795,75,0.28
4796,32,0.12
4797,119,0.44
4798,149,0.56
4799,30,0.11
4800,35,0.13
4801,98,0.37
4802,109,0.41
4803,20,0.07
4804,92,0.34
4805,101,0.38
4806,27,0.1
4807,76,0.28
4808,282,1.05
4809,261,0.98
4810,80,0.3
4811,121,0.45
4812,123,0.46
4813,23,0.09
4814,314,1.17
4815,61,0.23
4816,24,0.09
4817,40,0.15
4818,65,0.24
4819,117,0.44
4820,23,0.09
4821,47,0.18
4822,701,2.62
4823,261,0.98
4824,22,0.08
4825,100,0.37
4826,73,0.27
4827,132,0.49
4828,46,0.17
4829,399,1.49
4830,26,0.1
4831,631,2.36
4832,71,0.27
4833,165,0.62
4834,148,0.55
4835,79,0.3
4836,74,0.28
4837,25,0.09
4838,57,0.21
4839,203,0.76
4840,41,0.15
4841,69,0.26
4842,35,0.13
4843,134,0.5
4844,170,0.64
4845,42,0.16
4846,54,0.2
4847,85,0.32
4848,234,0.87
4849,25,0.09
4850,60,0.22
4851,344,1.29
4852,42,0.16
4853,40,0.15
4854,73,0.27
4855,813,3.04
4856,117,0.44
4857,111,0.42
4858,54,0.2
4859,92,0.34
4860,252,0.94
4861,76,0.28
4862,35,0.13
4863,20,0.07
4864,261,0.98
4865,44,0.16
4866,581,2.17
4867,21,0.08
4868,112,0.42
4869,168,0.63
4870,365,1.36
4871,198,0.74
4872,48,0.18
4873,32,0.12
4874,21,0.08
4875,40,0.15
4876,34,0.13
4877,282,1.05
4878,50,0.19
4879,194,0.73
4880,39,0.15
4881,20,0.07
4882,39,0.15
4883,28,0.1
4884,914,3.42
4885,58,0.22
4886,102,0.38
4887,22,0.08
4888,35,0.13
4889,38,0.14
4890,28,0.1
4891,28,0.1
4892,274,1.02
4893,212,0.79
4894,40,0.15
4895,31,0.12
4896,187,0.7
4897,22,0.08
4898,64,0.24
4899,26,0.1
4900,149,0.56
4901,73,0.27
4902,238,0.89
4903,177,0.66
4904,92,0.34
4905,29,0.11
4906,39,0.15
4907,98,0.37
4908,20,0.07
4909,71,0.27
4910,184,0.69
4911,20,0.07
4912,43,0.16
4913,27,0.1
4914,866,3.24
4915,57,0.21
4916,89,0.33
4917,171,0.64
4918,62,0.23
4919,34,0.13
4920,331,1.24
4921,41,0.15
4922,49,0.18
4923,167,0.62
4924,629,2.35
4925,20,0.07
4926,22,0.08
4927,54,0.2
4928,31,0.12
4929,41,0.15
4930,51,0.19
4931,360,1.35
4932,61,0.23
4933,101,0.38
4934,73,0.27
4935,96,0.36
4936,31,0.12
4937,708,2.65
4938,67,0.25
4939,28,0.1
4940,29,0.11
4941,200,0.75
4942,25,0.09
4943,124,0.46
4944,28,0.1
4945,31,0.12
4946,28,0.1
4947,25,0.09
4948,54,0.2
4949,53,0.2
4950,310,1.16
4951,307,1.15
4952,315,1.18
4953,39,0.15
4954,40,0.15
4955,495,1.85
4956,64,0.24
4957,23,0.09
4958,148,0.55
4959,243,0.91
4960,139,0.52
4961,118,0.44
4962,62,0.23
4963,72,0.27
4964,295,1.1
4965,703,2.63
4966,20,0.07
4967,1719,6.43
4968,775,2.9
4969,132,0.49
4970,123,0.46
4971,31,0.12
4972,83,0.31
4973,92,0.34
4974,427,1.6
4975,84,0.31
4976,149,0.56
4977,53,0.2
4978,354,1.32
4979,49,0.18
4980,106,0.4
4981,53,0.2
4982,184,0.69
4983,54,0.2
4984,20,0.07
4985,72,0.27
4986,387,1.45
4987,20,0.07
4988,88,0.33
4989,619,2.31
4990,29,0.11
4991,89,0.33
4992,110,0.41
4993,27,0.1
4994,74,0.28
4995,124,0.46
4996,142,0.53
4997,103,0.39
4998,50,0.19
4999,409,1.53
5000,112,0.42
5001,32,0.12
5002,350,1.31
5003,105,0.39
5004,171,0.64
5005,258,0.96
5006,29,0.11
5007,397,1.48
5008,80,0.3
5009,36,0.13
5010,35,0.13
5011,362,1.35
5012,39,0.15
5013,20,0.07
5014,165,0.62
5015,254,0.95
5016,131,0.49
5017,323,1.21
5018,44,0.16
5019,127,0.47
5020,26,0.1
5021,309,1.16
5022,39,0.15
5023,130,0.49
5024,21,0.08
5025,39,0.15
5026,37,0.14
5027,41,0.15
5028,22,0.08
5029,27,0.1
5030,279,1.04
5031,220,0.82
5032,97,0.36
5033,49,0.18
5034,180,0.67
5035,61,0.23
5036,810,3.03
5037,37,0.14
5038,38,0.14
5039,20,0.07
5040,77,0.29
5041,439,1.64
5042,24,0.09
5043,449,1.68
5044,82,0.31
5045,39,0.15
5046,421,1.57
5047,75,0.28
5048,199,0.74
5049,111,0.42
5050,27,0.1
5051,23,0.09
5052,21,0.08
5053,22,0.08
5054,35,0.13
5055,48,0.18
5056,83,0.31
5057,114,0.43
5058,56,0.21
5059,72,0.27
5060,391,1.46
5061,133,0.5
5062,36,0.13
5063,775,2.9
5064,20,0.07
5065,241,0.9
5066,159,0.59
5067,33,0.12
5068,88,0.33
5069,247,0.92
5070,468,1.75
5071,76,0.28
5072,332,1.24
5073,44,0.16
5074,436,1.63
5075,34,0.13
5076,558,2.09
5077,115,0.43
5078,30,0.11
5079,50,0.19
5080,428,1.6
5081,143,0.53
5082,50,0.19
5083,36,0.13
5084,785,2.94
5085,28,0.1
5086,40,0.15
5087,40,0.15
5088,95,0.36
5089,25,0.09
5090,200,0.75
5091,202,0.76
5092,405,1.51
5093,29,0.11
5094,119,0.44
5095,80,0.3
5096,32,0.12
5097,135,0.5
5098,141,0.53
5099,44,0.16
5100,102,0.38
5101,87,0.33
5102,937,3.5
5103,66,0.25
5104,133,0.5
5105,76,0.28
5106,45,0.17
5107,928,3.47
5108,56,0.21
5109,55,0.21
5110,485,1.81
5111,24,0.09
5112,47,0.18
5113,61,0.23
5114,119,0.44
5115,70,0.26
5116,58,0.22
5117,22,0.08
5118,68,0.25
5119,105,0.39
5120,71,0.27
5121,149,0.56
5122,356,1.33
5123,147,0.55
5124,52,0.19
5125,33,0.12
5126,75,0.28
5127,20,0.07
5128,295,1.1
5129,28,0.1
5130,385,1.44
5131,37,0.14
5132,40,0.15
5133,44,0.16
5134,180,0.67
5135,47,0.18
5136,283,1.06
5137,742,2.77
5138,771,2.88
5139,20,0.07
5140,56,0.21
5141,32,0.12
5142,33,0.12
5143,115,0.43
5144,36,0.13
5145,75,0.28
5146,82,0.31
5147,28,0.1
5148,252,0.94
5149,42,0.16
5150,37,0.14
5151,20,0.07
5152,168,0.63
5153,45,0.17
5154,141,0.53
5155,908,3.4
5156,37,0.14
5157,1129,4.22
5158,22,0.08
5159,51,0.19
5160,25,0.09
5161,111,0.42
5162,200,0.75
5163,29,0.11
5164,32,0.12
5165,22,0.08
5166,126,0.47
5167,92,0.34
5168,37,0.14
5169,79,0.3
5170,25,0.09
5171,63,0.24
5172,203,0.76
5173,191,0.71
5174,26,0.1
5175,70,0.26
5176,260,0.97
5177,241,0.9
5178,468,1.75
5179,41,0.15
5180,51,0.19
5181,141,0.53
5182,42,0.16
5183,50,0.19
5184,28,0.1
5185,93,0.35
5186,207,0.77
5187,255,0.95
5188,71,0.27
5189,199,0.74
5190,47,0.18
5191,76,0.28
5192,331,1.24
5193,131,0.49
5194,23,0.09
5195,722,2.7
5196,33,0.12
5197,38,0.14
5198,281,1.05
5199,104,0.39
5200,33,0.12
5201,90,0.34
5202,20,0.07
5203,48,0.18
5204,129,0.48
5205,20,0.07
5206,46,0.17
5207,32,0.12
5208,20,0.07
5209,538,2.01
5210,369,1.38
5211,23,0.09
5212,25,0.09
5213,25,0.09
5214,127,0.47
5215,147,0.55
5216,753,2.82
5217,27,0.1
5218,29,0.11
5219,217,0.81
5220,50,0.19
5221,156,0.58
5222,25,0.09
5223,27,0.1
5224,300,1.12
5225,401,1.5
5226,32,0.12
5227,110,0.41
5228,40,0.15
5229,24,0.09
5230,269,1.01
5231,552,2.06
5232,136,0.51
5233,54,0.2
5234,303,1.13
5235,72,0.27
5236,104,0.39
5237,37,0.14
5238,147,0.55
5239,203,0.76
5240,36,0.13
5241,49,0.18
5242,287,1.07
5243,139,0.52
5244,37,0.14
5245,38,0.14
5246,26,0.1
5247,122,0.46
5248,145,0.54
5249,20,0.07
5250,25,0.09
5251,127,0.47
5252,33,0.12
5253,36,0.13
5254,62,0.23
5255,71,0.27
5256,49,0.18
5257,213,0.8
5258,24,0.09
5259,52,0.19
5260,35,0.13
5261,173,0.65
5262,161,0.6
5263,24,0.09
5264,156,0.58
5265,319,1.19
5266,106,0.4
5267,32,0.12
5268,21,0.08
5269,36,0.13
5270,72,0.27
5271,96,0.36
5272,310,1.16
5273,60,0.22
5274,61,0.23
5275,40,0.15
5276,500,1.87
5277,42,0.16
5278,110,0.41
5279,61,0.23
5280,27,0.1
5281,47,0.18
5282,70,0.26
5283,21,0.08
5284,215,0.8
5285,55,0.21
5286,214,0.8
5287,53,0.2
5288,83,0.31
5289,241,0.9
5290,177,0.66
5291,208,0.78
5292,135,0.5
5293,140,0.52
5294,20,0.07
5295,90,0.34
5296,212,0.79
5297,45,0.17
5298,40,0.15
5299,45,0.17
5300,183,0.68
5301,25,0.09
5302,293,1.1
5303,887,3.32
5304,84,0.31
5305,88,0.33
5306,55,0.21
5307,27,0.1
5308,51,0.19
5309,298,1.11
5310,74,0.28
5311,31,0.12
5312,260,0.97
5313,30,0.11
5314,1139,4.26
5315,45,0.17
5316,22,0.08
5317,26,0.1
5318,23,0.09
5319,113,0.42
5320,20,0.07
5321,20,0.07
5322,213,0.8
5323,65,0.24
5324,89,0.33
5325,39,0.15
5326,75,0.28
5327,20,0.07
5328,40,0.15
5329,553,2.07
5330,193,0.72
5331,177,0.66
5332,308,1.15
5333,38,0.14
5334,103,0.39
5335,137,0.51
5336,31,0.12
5337,603,2.25
5338,265,0.99
5339,25,0.09
5340,71,0.27
5341,92,0.34
5342,104,0.39
5343,26,0.1
5344,24,0.09
5345,50,0.19
5346,59,0.22
5347,473,1.77
5348,465,1.74
5349,35,0.13
5350,247,0.92
5351,39,0.15
5352,1050,3.93
5353,482,1.8
5354,104,0.39
5355,240,0.9
5356,148,0.55
5357,28,0.1
5358,21,0.08
5359,137,0.51
5360,526,1.97
5361,21,0.08
5362,118,0.44
5363,25,0.09
5364,114,0.43
5365,326,1.22
5366,225,0.84
5367,113,0.42
5368,74,0.28
5369,24,0.09
5370,35,0.13
5371,50,0.19
5372,32,0.12
5373,52,0.19
5374,147,0.55
5375,405,1.51
5376,326,1.22
5377,30,0.11
5378,200,0.75
5379,90,0.34
5380,30,0.11
5381,27,0.1
5382,708,2.65
5383,24,0.09
5384,507,1.9
5385,32,0.12
5386,60,0.22
5387,24,0.09
5388,86,0.32
5389,27,0.1
5390,61,0.23
5391,80,0.3
5392,185,0.69
5393,1203,4.5
5394,25,0.09
5395,144,0.54
5396,45,0.17
5397,49,0.18
5398,28,0.1
5399,43,0.16
5400,32,0.12
5401,61,0.23
5402,52,0.19
5403,406,1.52
5404,62,0.23
5405,21,0.08
5406,382,1.43
5407,33,0.12
5408,57,0.21
5409,44,0.16
5410,168,0.63
5411,40,0.15
5412,421,1.57
5413,20,0.07
5414,232,0.87
5415,267,1.0
5416,434,1.62
5417,40,0.15
5418,294,1.1
5419,33,0.12
5420,306,1.14
5421,24,0.09
5422,34,0.13
5423,216,0.81
5424,33,0.12
5425,325,1.22
5426,28,0.1
5427,80,0.3
5428,69,0.26
5429,66,0.25
5430,156,0.58
5431,63,0.24
5432,35,0.13
5433,67,0.25
5434,61,0.23
5435,25,0.09
5436,23,0.09
5437,88,0.33
5438,80,0.3
5439,111,0.42
5440,35,0.13
5441,155,0.58
5442,38,0.14
5443,263,0.98
5444,122,0.46
5445,29,0.11
5446,374,1.4
5447,129,0.48
5448,45,0.17
5449,36,0.13
5450,432,1.62
5451,258,0.96
5452,265,0.99
5453,454,1.7
5454,82,0.31
5455,42,0.16
5456,48,0.18
5457,68,0.25
5458,68,0.25
5459,25,0.09
5460,21,0.08
5461,23,0.09
5462,100,0.37
5463,27,0.1
5464,370,1.38
5465,355,1.33
5466,436,1.63
5467,78,0.29
5468,531,1.99
5469,26,0.1
5470,31,0.12
5471,215,0.8
5472,37,0.14
5473,51,0.19
5474,21,0.08
5475,743,2.78
5476,45,0.17
5477,69,0.26
5478,114,0.43
5479,46,0.17
5480,57,0.21
5481,109,0.41
5482,634,2.37
5483,696,2.6
5484,25,0.09
5485,237,0.89
5486,38,0.14
5487,277,1.04
5488,136,0.51
5489,118,0.44
5490,39,0.15
5491,106,0.4
5492,23,0.09
5493,27,0.1
5494,96,0.36
5495,313,1.17
5496,31,0.12
5497,31,0.12
5498,122,0.46
5499,88,0.33
5500,64,0.24
5501,48,0.18
5502,23,0.09
5503,544,2.03
5504,692,2.59
5505,22,0.08
5506,775,2.9
5507,294,1.1
5508,52,0.19
5509,262,0.98
5510,130,0.49
5511,31,0.12
5512,33,0.12
5513,515,1.93
5514,190,0.71
5515,312,1.17
5516,73,0.27
5517,64,0.24
5518,786,2.94
5519,26,0.1
5520,47,0.18
5521,90,0.34
5522,43,0.16
5523,204,0.76
5524,44,0.16
5525,250,0.93
5526,211,0.79
5527,161,0.6
5528,36,0.13
5529,154,0.58
5530,51,0.19
5531,419,1.57
5532,134,0.5
5533,20,0.07
5534,322,1.2
5535,21,0.08
5536,133,0.5
5537,160,0.6
5538,40,0.15
5539,352,1.32
5540,37,0.14
5541,22,0.08
5542,76,0.28
5543,39,0.15
5544,433,1.62
5545,163,0.61
5546,406,1.52
5547,34,0.13
5548,96,0.36
5549,23,0.09
5550,52,0.19
5551,26,0.1
5552,55,0.21
5553,49,0.18
5554,47,0.18
5555,162,0.61
5556,36,0.13
5557,20,0.07
5558,167,0.62
5559,66,0.25
5560,20,0.07
5561,102,0.38
5562,24,0.09
5563,43,0.16
5564,83,0.31
5565,425,1.59
5566,22,0.08
5567,31,0.12
5568,25,0.09
5569,56,0.21
5570,472,1.76
5571,34,0.13
5572,33,0.12
5573,136,0.51
5574,301,1.13
5575,32,0.12
5576,1352,5.06
5577,53,0.2
5578,31,0.12
5579,25,0.09
5580,295,1.1
5581,20,0.07
5582,256,0.96
5583,26,0.1
5584,67,0.25
5585,130,0.49
5586,28,0.1
5587,28,0.1
5588,21,0.08
5589,41,0.15
5590,96,0.36
5591,90,0.34
5592,39,0.15
5593,140,0.52
5594,91,0.34
5595,35,0.13
5596,202,0.76
5597,148,0.55
5598,46,0.17
5599,69,0.26
5600,48,0.18
5601,276,1.03
5602,244,0.91
5603,50,0.19
5604,439,1.64
5605,31,0.12
5606,469,1.75
5607,37,0.14
5608,30,0.11
5609,100,0.37
5610,28,0.1
5611,167,0.62
5612,47,0.18
5613,430,1.61
5614,43,0.16
5615,247,0.92
5616,42,0.16
5617,23,0.09
5618,105,0.39
5619,29,0.11
5620,66,0.25
5621,433,1.62
5622,440,1.65
5623,838,3.13
5624,96,0.36
5625,24,0.09
5626,39,0.15
5627,30,0.11
5628,181,0.68
5629,30,0.11
5630,42,0.16
5631,36,0.13
5632,23,0.09
5633,90,0.34
5634,26,0.1
5635,33,0.12
5636,207,0.77
5637,44,0.16
5638,52,0.19
5639,33,0.12
5640,249,0.93
5641,26,0.1
5642,206,0.77
5643,167,0.62
5644,36,0.13
5645,29,0.11
5646,49,0.18
5647,45,0.17
5648,37,0.14
5649,26,0.1
5650,108,0.4
5651,56,0.21
5652,27,0.1
5653,202,0.76
5654,51,0.19
5655,156,0.58
5656,36,0.13
5657,99,0.37
5658,347,1.3
5659,21,0.08
5660,21,0.08
5661,40,0.15
5662,76,0.28
5663,50,0.19
5664,83,0.31
5665,70,0.26
5666,29,0.11
5667,26,0.1
5668,47,0.18
5669,37,0.14
5670,26,0.1
5671,64,0.24
5672,86,0.32
5673,62,0.23
5674,32,0.12
5675,69,0.26
5676,175,0.65
5677,258,0.96
5678,24,0.09
5679,84,0.31
5680,38,0.14
5681,209,0.78
5682,80,0.3
5683,61,0.23
5684,199,0.74
5685,84,0.31
5686,112,0.42
5687,29,0.11
5688,28,0.1
5689,54,0.2
5690,25,0.09
5691,476,1.78
5692,60,0.22
5693,32,0.12
5694,84,0.31
5695,392,1.47
5696,104,0.39
5697,51,0.19
5698,759,2.84
5699,49,0.18
5700,145,0.54
5701,20,0.07
5702,28,0.1
5703,133,0.5
5704,59,0.22
5705,44,0.16
5706,643,2.4
5707,51,0.19
5708,176,0.66
5709,87,0.33
5710,67,0.25
5711,73,0.27
5712,128,0.48
5713,25,0.09
5714,32,0.12
5715,81,0.3
5716,104,0.39
5717,105,0.39
5718,65,0.24
5719,105,0.39
5720,205,0.77
5721,20,0.07
5722,172,0.64
5723,71,0.27
5724,26,0.1
5725,1170,4.37
5726,1009,3.77
5727,39,0.15
5728,21,0.08
